ISBN,title,authors,books_count
1408004614426,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner","Daniel Defoe, Gerald McCann, Virginia Woolf",129
1409875021475,Il Principe,"Niccole Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1208
1411313862319,The Amber Spyglass,Philip Pullman,187
1416955094897,Wizard's First Rule,Terry Goodkind,78
1419127058703,The Kitchen House,Kathleen Grissom,104
1420864077928,Franny and Zooey,J.D. Salinger,8
1421008417635,Choke,Chuck Palahniuk,165
1427867199468,The City of Ember,Jeanne DuPrau,127
1428911116572,The Andromeda Strain,Michael Crichton,558
1429034449867,The Green Mile,Stephen King,1654
1433738703901,The Prophet,Kahlil Gibran,42
1434015382171,Maus: A Survivor's Tale : My Father Bleeds History,Art Spiegelman,90
1440042427246,Untamed: A House of Night Novel,"P.C. Cast, Kristin Cast",46
1446818268371,Speaker for the Dead,Orson Scott Card,125
1447037953218,Mere Christianity,C.S. Lewis,84
1448089483573,The Secret History,Donna Tartt,1072
1451064518903,A Heartbreaking Work of Staggering Genius,Dave Eggers,69
1453577548165,The Clan of the Cave Bear,Jean M. Auel,122
1458688978566,Black Beauty,Anna Sewell,162
1459620315965,American Psycho,Bret Easton Ellis,721
1460021006530,The Princess Diaries,Meg Cabot,37
1460321517077,The No. 1 Ladies' Detective Agency ,Alexander McCall Smith,67
1460412884435,"The Walking Dead, Vol. 1: Days Gone Bye","Robert Kirkman, Tony Moore",99
1463633816142,2001: A Space Odyssey,Arthur C. Clarke,152
1465490761442,Redeeming Love,Francine Rivers,141
1465884848861,Left Behind:  A Novel of the Earth's Last Days,"Tim LaHaye, Jerry B. Jenkins",65
1466661642370,The One,Kiera Cass,161
1467534789469,The Hunger Games Box Set,Suzanne Collins,1033
1470241414516,Nickel and Dimed: On ,Barbara Ehrenreich,1017
1475959171021,Remember Me,Sophie Kinsella,144
1478043732573,The Great Hunt,Robert Jordan,125
1478677954186,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell,108
1478769832188,The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,36
1482043451361,The Hiding Place,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",221
1484674867485,The Adventures of Sherlock Holmes,Arthur Conan Doyle,63
1486390672298,The Prince of Tides,Pat Conroy,63
1487092436069,The Amazing Adventures of Kavalier & Clay,Michael Chabon,94
1488138393988,Perfect Chemistry,Simone Elkeles,78
1488899279984,Peter Pan,"J.M. Barrie, Michael Hague",57
1489442481491,Pretties,Scott Westerfeld,90
1490735363187,The Lincoln Lawyer ,Michael Connelly,71
1491443850395,Cloud Atlas,David Mitchell,129
1493233789808,The Things They Carried,Tim O'Brien,34
1497928704776,Wall and Piece,Banksy,83
1501475308387,Pandemonium,Lauren Oliver,1235
1502574365614,Darkly Dreaming Dexter,Jeff Lindsay,80
1503352498912,Living Dead in Dallas,Charlaine Harris,80
1504203039319,The Dragon Reborn ,Robert Jordan,52
1505992876642,Gulliveres Travels,"Jonathan Swift, Robert DeMaria Jr.",1416
1520276029263,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",78
1521093478580,Beowulf,"Unknown, Seamus Heaney",125
1522257173059,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",123
1522605879033,Go Set a Watchman,Harper Lee,113
1524430350148,When You Are Engulfed in Flames,David Sedaris,56
1525022944593,Daughter of Smoke & Bone,Laini Taylor,15
1526066413470,Red Queen,Victoria Aveyard,76
1528029225429,The Power of Habit,Charles Duhigg,95
1530804863788,Midnight in the Garden of Good and Evil,John Berendt,97
1536117431025,Hopeless,Colleen Hoover,62
1537725036098,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",1762
1537786430695,The Truth About Forever,Sarah Dessen,805
1537791746691,The horse and his boy,C.S. Lewis,601
1541532743343,Last Sacrifice ,Richelle Mead,74
1543686341276,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",102
1545292584210,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",47
1549995259797,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,89
1552453845652,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",84
1561390560492,Pretty Little Liars,Sara Shepard,92
1561632618859,Corduroy,Don Freeman,76
1562920497402,The Omnivore's Dilemma,Michael Pollan,53
1563088139845,Life After Life,Kate Atkinson,11
1564285496598,The Rescue,Nicholas Sparks,45
1564651086265,Needful Things,Stephen King,280
1565345325618,Voyager,Diana Gabaldon,63
1570924381593,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare",146
1571328787733,Cujo,Stephen King,383
1572985417541,The Virgin Suicides,Jeffrey Eugenides,181
1574235382801,Dead to the World,Charlaine Harris,1167
1574397669868,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",75
1575066498686,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",58
1575552678401,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",54
1576242646747,The Way of Kings,Brandon Sanderson,95
1577397996433,Club Dead,Charlaine Harris,93
1580263468456,It's Kind of a Funny Story,Ned Vizzini,135
1581042584583,The Well of Ascension ,Brandon Sanderson,105
1582064863322,After You,Jojo Moyes,3
1587192250442,The Language of Flowers,Vanessa Diffenbaugh,143
1587422115408,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",102
1589520171053,The Angel Experiment,James Patterson,88
1590085160249,High Fidelity,Nick Hornby,918
1590146185579,The Guardian,Nicholas Sparks,1682
1591630585317,Oryx and Crake,Margaret Atwood,82
1591892176627,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,48
1593452258294,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,90
1594017873902,Timeline,Michael Crichton,32
1594086985116,Candide,Voltaire,60
1594611307522,Tuck Everlasting,Natalie Babbitt,94
1598726112490,Christine,"Stephen King, Marie Milpois",90
1599316140188,Are You My Mother,P.D. Eastman,71
1600579427878,The Story of Art,E.H. Gombrich,96
1601772180599,Scarlet,Marissa Meyer,136
1603113752468,"Rich Dad , Poor Dad",Robert T. Kiyosaki,88
1606054337136,Silence ,Becca Fitzpatrick,109
1610013359115,The Magicians,Lev Grossman,202
1610041302789,A Great and Terrible Beauty,Libba Bray,78
1610883366660,Everything Is Illuminated,Jonathan Safran Foer,124
1611047408460,The Bourne Supremacy,Robert Ludlum,1039
1611096728470,Easy,Tammara Webber,127
1616660240701,David Copperfield,"Charles Dickens, Jeremy Tambling",156
1625217810714,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",44
1625658019083,A Wizard of Earthsea,Ursula K. Le Guin,102
1625844742699,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",64
1627551179066,A Separate Peace,John Knowles,185
1628263710963,The Rainmaker,John Grisham,65
1628497863262,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto Gonzelez Echevarrea, John Rutherford",67
1632636607813,Assassin's Apprentice,Robin Hobb,44
1633068051782,The Restaurant at the End of the Universe,Douglas Adams,65
1634102408738,Torment,Lauren Kate,107
1634817417600,The Tale of Peter Rabbit,Beatrix Potter,101
1635523666084,The Silver Chair,"C.S. Lewis, Pauline Baynes",53
1635730154736,The Hero of Ages,Brandon Sanderson,1240
1637762318451,"Girl, Interrupted",Susanna Kaysen,67
1639908024931,"Are You There, Vodka",Chelsea Handler,586
1641711321066,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",157
1648959806024,City of Heavenly Fire,Cassandra Clare,77
1649917959366,Love You Forever,"Robert Munsch, Sheila McGraw",82
1649989896295,Cell,Stephen King,117
1651206998244,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,1887
1652140999493,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",108
1654325920976,The Drawing of the Three,Stephen King,162
1655866974798,The Forgotten Garden,Kate Morton,82
1666170609077,Der Prozee,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1
1666420161455,This Lullaby,Sarah Dessen,257
1668072069654,Plain Truth,Jodi Picoult,63
1668194919383,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,49
1675490282481,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",24
1678296902316,"Thinking, Fast and Slow",Daniel Kahneman,278
1678629004471,The Mists of Avalon,Marion Zimmer Bradley,7
1679466638838,Are You There God,Judy Blume,54
1679722339794,Nights in Rodanthe,Nicholas Sparks,123
1680578885866,Mr. Mercedes,Stephen King,33
1684127146302,All Together Dead,Charlaine Harris,339
1685100052587,Midwives,Chris Bohjalian,164
1686871044536,The Polar Express,Chris Van Allsburg,119
1687868464480,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",915
1695043255488,Patriot Games,Tom Clancy,42
1696224137292,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",65
1698535811069,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",69
1700447303195,Dead as a Doornail ,Charlaine Harris,1717
1705262061745,Shatter Me ,Tahereh Mafi,106
1706537996974,Starship Troopers,Robert A. Heinlein,103
1710493177894,I've Got Your Number,Sophie Kinsella,75
1710848051322,Sofies Verden,"Jostein Gaarder, Paulette Meller",115
1711480375505,The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion ,Mark Cotta Vaz,111
1713345566273,The Martian Chronicles,Ray Bradbury,73
1715032539802,A Visit From the Goon Squad,Jennifer Egan,39
1719277013730,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",57
1719730405178,Prey,Michael Crichton,39
1720854044013,The Last Battle,C.S. Lewis,88
1723373448421,World Without End,Ken Follett,229
1723387646491,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",66
1728252128150,Slammed,Colleen Hoover,80
1729691671713,Beastly ,Alex Flinn,77
1731076693974,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",132
1731490790250,Baby Proof,Emily Giffin,86
1731598482269,Inheritance,Christopher Paolini,239
1735371575152,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,14
1739228402124,Le Fanteme de l'Opera,"Gaston Leroux, Alexander Teixeira de Mattos",271
1739352912840,Definitely Dead ,Charlaine Harris,76
1742988334602,Ensaio Sobre a Cegueira,"Jose Saramago, Giovanni Pontiero",771
1744303738551,Freedom,Jonathan Franzen,113
1745667353742,Crossed,Ally Condie,245
1747534082670,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,2
1748749930622,The White Tiger,Aravind Adiga,77
1753448983243,The Corrections,Jonathan Franzen,60
1753666987544,Dreams from My Father,Barack Obama,74
1754583189843,Congo,Michael Crichton,634
1759160932061,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",43
1759527564943,Interpreter of Maladies,Jhumpa Lahiri,119
1759625109453,A People's History of the United States: 1492 to Present ,Howard Zinn,107
1766512631093,Breakfast at Tiffany's,Truman Capote,1075
1769457931173,The Passage,Justin Cronin,782
1770893380659,Anansi Boys,Neil Gaiman,75
1771598141637,Along for the Ride,Sarah Dessen,231
1772378387901,Everything I Never Told You,Celeste Ng,92
1775058058670,La casa de los esperitus,"Isabel Allende, Magda Bogin",63
1781550656647,The Dead Zone,Stephen King,58
1785170205751,The Mysterious Affair at Styles,"Agatha Christie, ",104
1786882762302,Murder in the Calais Coach,Agatha Christie,133
1788320133763,Americanah,Chimamanda Ngozi Adichie,83
1788775504949,Suzanne's Diary for Nicholas,James Patterson,83
1790134104207,Firestarter,Stephen King,47
1793335784178,Entwined with You,Sylvia Day,83
1794236191402,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,83
1796419415473,The Storied Life of A.J. Fikry,Gabrielle Zevin,254
1796662051988,Mad About Madeline,Ludwig Bemelmans,101
1796927194668,Think and Grow Rich,Napoleon Hill,112
1799889632153,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",41
1802198216759,Jonathan Strange & Mr Norrell,Susanna Clarke,62
1805805240598,A Bend in the Road,Nicholas Sparks,243
1806138672057,The House of Hades,Rick Riordan,145
1810039683290,Gone,Michael  Grant,876
1813043903526,The Wedding,Nicholas Sparks,429
1815773855336,1776,David McCullough,83
1816206901072,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,79
1816399830176,Beautiful Ruins,Jess Walter,154
1817010731517,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,76
1817160663803,On Writing: A Memoir of the Craft,Stephen King,70
1819105219478,Firefly Lane,Kristin Hannah,79
1819530472019,Sphere,Michael Crichton,74
1819824862502,Love the One You're With,Emily Giffin,709
1820298792414,The Silkworm,"Robert Galbraith, J.K. Rowling",132
1823936281785,The Vampire Lestat,Anne Rice,124
1824698614604,State of Wonder,Ann Patchett,105
1826057458548,The Silver Linings Playbook,Matthew Quick,63
1826660059249,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",61
1827329641813,The Constant Princess,Philippa Gregory,85
1830897000990,Mrs Dalloway,"Virginia Woolf, Maureen Howard",38
1832169932132,Hundraeringen som klev ut genom fenstret och fersvann,"Jonas Jonasson, Rod Bradbury",37
1833687422101,Bag of Bones,Stephen King,51
1833712002691,The Cider House Rules,John Irving,62
1834647324115,Thinner,"Richard Bachman, Stephen King",122
1842769834042,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",61
1843364664720,Walk Two Moons,Sharon Creech,122
1845085174211,Onze minutos,"Paulo Coelho, Margaret Jull Costa",47
1845669873868,Nine Stories,J.D. Salinger,109
1847419161920,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,111
1848201099286,Unwind,Neal Shusterman,49
1848674009030,Drums of Autumn ,Diana Gabaldon,75
1849995328133,Prodigy,Marie Lu,1691
1853526034919,The Tragedie of King Lear,William Shakespeare,63
1856888916734,Death of a Salesman,Arthur Miller,572
1857223144197,The Choice,Nicholas Sparks,173
1860606113470,The Hunger Games: Official Illustrated Movie Companion,Kate Egan,134
1861556018121,The Sound and the Fury,William Faulkner,114
1864823581818,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,132
1865510858976,Bleach,Tite Kubo,1903
1867592423073,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,65
1868599227944,The Shadow Rising ,Robert Jordan,194
1869726392779,Shantaram,Gregory David Roberts,155
1870123254614,From Dead to Worse,Charlaine Harris,64
1871113362527,The Waste Lands,"Stephen King, Ned Dameron",62
1871643557702,The Bone Collector,Jeffery Deaver,96
1873855344648,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",61
1874130039632,"Brown Bear, Brown Bear, What Do You See","Bill Martin Jr., Eric Carle",1108
1876440645093,Hyperion,Dan Simmons,139
1880915352065,The Pearl of the World,John Steinbeck,101
1881740133716,The Exorcist,William Peter Blatty,11
1882940753043,The Short Second Life of Bree Tanner,Stephenie Meyer,221
1883133577462,Snow Falling on Cedars,David Guterson,45
1883861240455,Roots,Alex Haley,34
1889558669278,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",24
1892445182317,Invisible Man,Ralph Ellison,83
1895042170244,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,101
1896557608143,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,67
1897916842219,Different Seasons,Stephen King,151
1898039093333,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",109
1899634232773,The Girls' Guide to Hunting and Fishing,Melissa Bank,183
1902393000064,Wool Omnibus,Hugh Howey,77
1903079958873,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,107
1903312847237,The Power of Now,Eckhart Tolle,233
1908508760964,Let's Pretend This Never Happened ,Jenny  Lawson,1
1910895581498,The Lies of Locke Lamora,Scott Lynch,93
1911410326232,Sabriel,Garth Nix,97
1911505106315,Dead and Gone,Charlaine Harris,102
1919362389369,The Storyteller,Jodi Picoult,69
1919513400372,Obsidian,Jennifer L. Armentrout,109
1920476213339,"Life, the Universe and Everything",Douglas Adams,68
1922970792383,Crown of Midnight,Sarah J. Maas,73
1923969514931,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,132
1927187376240,Half Broke Horses: A True Life Novel,Jeannette Walls,14
1928651742261,Mort,Terry Pratchett,61
1928826897397,The Iron King ,Julie Kagawa,116
1929113140576,Lonesome Dove,Larry McMurtry,51
1929790763182,Stiff: The Curious Lives of Human Cadavers,Mary Roach,153
1930117051822,Bloodlines,Richelle Mead,2
1933930745811,Ender's Shadow,Orson Scott Card,72
1934143297082,Twenties Girl,Sophie Kinsella,99
1935396323306,Schindler's Ark,Thomas Keneally,68
1936377071915,The Bluest Eye,Toni Morrison,62
1936587667778,The White Queen,Philippa Gregory,60
1937231627641,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",142
1938503729839,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",55
1939422536038,Seabiscuit,Laura Hillenbrand,34
1939872570560,Shutter Island,Dennis Lehane,51
1941453768478,The Complete Sherlock Holmes,Arthur Conan Doyle,4
1942041294872,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",58
1943578571029,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,57
